year,age_group,gender,area_code,area_name,pop_estimate
2014,All ages,Persons,W06000018,Caerphilly,179933
2014,All ages,Persons,W06000019,Blaenau Gwent,69653
2014,All ages,Persons,W06000020,Torfaen,91549
2014,All ages,Persons,W06000021,Monmouthshire,92540
2014,All ages,Persons,W06000022,Newport,147119
2014,All ages,Persons,W06000023,Powys,132777
2014,All ages,Persons,W06000024,Merthyr Tydfil,59056
2015,All ages,Persons,W06000001,Isle of Anglesey,69936
2015,All ages,Persons,W06000002,Gwynedd,122635
2015,All ages,Persons,W06000003,Conwy,116450
2015,All ages,Persons,W06000004,Denbighshire,94836
2015,All ages,Persons,W06000005,Flintshire,154085
2015,All ages,Persons,W06000006,Wrexham,135418
2015,All ages,Persons,W06000008,Ceredigion,74211
2015,All ages,Persons,W06000009,Pembrokeshire,123671
2015,All ages,Persons,W06000010,Carmarthenshire,185247
2015,All ages,Persons,W06000011,Swansea,242316
2015,All ages,Persons,W06000012,Neath Port Talbot,140946
2015,All ages,Persons,W06000013,Bridgend,142259
2015,All ages,Persons,W06000014,Vale of Glamorgan,127980
2015,All ages,Persons,W06000015,Cardiff,357496
2015,All ages,Persons,W06000016,Rhondda Cynon Taf,237378
2015,All ages,Persons,W06000018,Caerphilly,180168
2015,All ages,Persons,W06000019,Blaenau Gwent,69547
2015,All ages,Persons,W06000020,Torfaen,91767
2015,All ages,Persons,W06000021,Monmouthshire,92805
2015,All ages,Persons,W06000022,Newport,147958
2015,All ages,Persons,W06000023,Powys,132730
2015,All ages,Persons,W06000024,Merthyr Tydfil,59247
2016,All ages,Persons,W06000001,Isle of Anglesey,69665
2016,All ages,Persons,W06000002,Gwynedd,123323
2016,All ages,Persons,W06000003,Conwy,116820
2016,All ages,Persons,W06000004,Denbighshire,94984
2016,All ages,Persons,W06000005,Flintshire,154626
2016,All ages,Persons,W06000006,Wrexham,135408
2016,All ages,Persons,W06000008,Ceredigion,73665
2016,All ages,Persons,W06000009,Pembrokeshire,124237
2016,All ages,Persons,W06000010,Carmarthenshire,185754
2016,All ages,Persons,W06000011,Swansea,244462
2016,All ages,Persons,W06000012,Neath Port Talbot,141678
2016,All ages,Persons,W06000013,Bridgend,143408
2016,All ages,Persons,W06000014,Vale of Glamorgan,128891
2016,All ages,Persons,W06000015,Cardiff,361168
2016,All ages,Persons,W06000016,Rhondda Cynon Taf,238179
2016,All ages,Persons,W06000018,Caerphilly,180453
2016,All ages,Persons,W06000019,Blaenau Gwent,69630
2016,All ages,Persons,W06000020,Torfaen,91994
2016,All ages,Persons,W06000021,Monmouthshire,93276
2016,All ages,Persons,W06000022,Newport,149478
2016,All ages,Persons,W06000023,Powys,132337
2016,All ages,Persons,W06000024,Merthyr Tydfil,59714
2017,All ages,Persons,W06000001,Isle of Anglesey,69794
2017,All ages,Persons,W06000002,Gwynedd,123742
2017,All ages,Persons,W06000003,Conwy,116863
2017,All ages,Persons,W06000004,Denbighshire,95159
2017,All ages,Persons,W06000005,Flintshire,155155
2017,All ages,Persons,W06000006,Wrexham,135571
2017,All ages,Persons,W06000008,Ceredigion,73076
2017,All ages,Persons,W06000009,Pembrokeshire,124711
2017,All ages,Persons,W06000010,Carmarthenshire,186452
2017,All ages,Persons,W06000011,Swansea,245480
2017,All ages,Persons,W06000012,Neath Port Talbot,142090
2017,All ages,Persons,W06000013,Bridgend,144288
2017,All ages,Persons,W06000014,Vale of Glamorgan,130690
2017,All ages,Persons,W06000015,Cardiff,362756
2017,All ages,Persons,W06000016,Rhondda Cynon Taf,239127
2017,All ages,Persons,W06000018,Caerphilly,180795
2017,All ages,Persons,W06000019,Blaenau Gwent,69609
2017,All ages,Persons,W06000020,Torfaen,92264
2017,All ages,Persons,W06000021,Monmouthshire,93590
2017,All ages,Persons,W06000022,Newport,151485
2017,All ages,Persons,W06000023,Powys,132515
2017,All ages,Persons,W06000024,Merthyr Tydfil,59953
2018,All ages,Persons,W06000001,Isle of Anglesey,69961
2018,All ages,Persons,W06000002,Gwynedd,124178
2018,All ages,Persons,W06000003,Conwy,117181
2018,All ages,Persons,W06000004,Denbighshire,95330
2018,All ages,Persons,W06000005,Flintshire,155593
2018,All ages,Persons,W06000006,Wrexham,136126
2018,All ages,Persons,W06000008,Ceredigion,72992
2018,All ages,Persons,W06000009,Pembrokeshire,125055
2018,All ages,Persons,W06000010,Carmarthenshire,187568
2018,All ages,Persons,W06000011,Swansea,246466
2018,All ages,Persons,W06000012,Neath Port Talbot,142906
2018,All ages,Persons,W06000013,Bridgend,144876
2018,All ages,Persons,W06000014,Vale of Glamorgan,132165
2018,All ages,Persons,W06000015,Cardiff,364248
2018,All ages,Persons,W06000016,Rhondda Cynon Taf,240131
2018,All ages,Persons,W06000018,Caerphilly,181019
2018,All ages,Persons,W06000019,Blaenau Gwent,69713
2018,All ages,Persons,W06000020,Torfaen,93049
2018,All ages,Persons,W06000021,Monmouthshire,94142
2018,All ages,Persons,W06000022,Newport,153302
2018,All ages,Persons,W06000023,Powys,132447
2018,All ages,Persons,W06000024,Merthyr Tydfil,60183
2019,All ages,Persons,W06000001,Isle of Anglesey,70043
2019,All ages,Persons,W06000002,Gwynedd,124560
2019,All ages,Persons,W06000003,Conwy,117203
2019,All ages,Persons,W06000004,Denbighshire,95696
2019,All ages,Persons,W06000005,Flintshire,156100
2019,All ages,Persons,W06000006,Wrexham,135957
2019,All ages,Persons,W06000008,Ceredigion,72695
2019,All ages,Persons,W06000009,Pembrokeshire,125818
2019,All ages,Persons,W06000010,Carmarthenshire,188771
2019,All ages,Persons,W06000011,Swansea,246993
2019,All ages,Persons,W06000012,Neath Port Talbot,143315
2019,All ages,Persons,W06000013,Bridgend,147049
2019,All ages,Persons,W06000014,Vale of Glamorgan,133587
2019,All ages,Persons,W06000015,Cardiff,366903
2019,All ages,Persons,W06000016,Rhondda Cynon Taf,241264
2019,All ages,Persons,W06000018,Caerphilly,181075
2019,All ages,Persons,W06000019,Blaenau Gwent,69862
2019,All ages,Persons,W06000020,Torfaen,93961
2019,All ages,Persons,W06000021,Monmouthshire,94590
2019,All ages,Persons,W06000022,Newport,154676
2019,All ages,Persons,W06000023,Powys,132435
2019,All ages,Persons,W06000024,Merthyr Tydfil,60326
2020,All ages,Persons,W06000001,Isle of Anglesey,70440
2020,All ages,Persons,W06000002,Gwynedd,125171
2020,All ages,Persons,W06000003,Conwy,118184
2020,All ages,Persons,W06000004,Denbighshire,96664
2020,All ages,Persons,W06000005,Flintshire,156847
2020,All ages,Persons,W06000006,Wrexham,136055
2020,All ages,Persons,W06000008,Ceredigion,72895
2020,All ages,Persons,W06000009,Pembrokeshire,126751
2020,All ages,Persons,W06000010,Carmarthenshire,190073
2020,All ages,Persons,W06000011,Swansea,246563
2020,All ages,Persons,W06000012,Neath Port Talbot,144386
2020,All ages,Persons,W06000013,Bridgend,147539
2020,All ages,Persons,W06000014,Vale of Glamorgan,135295
2020,All ages,Persons,W06000015,Cardiff,369202
2020,All ages,Persons,W06000016,Rhondda Cynon Taf,241873
2020,All ages,Persons,W06000018,Caerphilly,181731
2020,All ages,Persons,W06000019,Blaenau Gwent,70020
2020,All ages,Persons,W06000020,Torfaen,94832
2020,All ages,Persons,W06000021,Monmouthshire,95164
2020,All ages,Persons,W06000022,Newport,156447
2020,All ages,Persons,W06000023,Powys,133030
2020,All ages,Persons,W06000024,Merthyr Tydfil,60424
